12625	5424
12302	5363
11924	5034
13700	4559
11460	4507
12135	4115
12160	3299
11592	3293
12170	3142
12567	2924
13803	2873
11775	2694
12716	2686
12908	2581
11672	2553
12134	2538
13423	2515
13425	2438
12453	2404
12665	2386
13203	2138
12167	2136
12712	2103
13086	2098
13047	2087
12066	2078
12497	2004
12979	1994
13669	1976
12493	1974
11835	1963
11889	1945
11658	1905
12698	1885
13706	1876
12518	1838
11965	1769
13916	1769
12997	1744
13661	1701
12128	1658
13770	1653
13881	1632
12329	1624
12385	1611
11810	1607
12065	1574
12799	1573
13611	1533
11987	1526
11664	1524
13768	1519
11917	1518
12730	1421
11647	1419
12237	1376
11905	1374
12564	1372
13598	1368
13676	1344
12036	1329
12942	1312
13483	1272
13573	1234
12789	1231
13630	1229
13605	1228
11935	1205
12999	1182
11731	1150
12172	1146
11657	1138
12285	1122
12848	1113
12115	1096
12953	1088
13419	1083
12872	1082
11912	1074
11959	1046
13713	1044
11937	1037
12396	1024
12027	1002
12877	993
11718	991
13519	976
12904	973
11957	964
12517	958
13402	957
13112	951
12393	949
12206	949
12818	941
13370	931
12118	916
12852	915
11696	908
13094	904
12901	893
11986	873
13787	865
13142	861
13154	856
11991	848
13424	848
12090	845
11683	841
13997	840
13033	830
12132	822
13274	820
12260	809
12615	809
13910	806
12672	805
12359	804
12184	799
12663	796
12838	794
13306	789
11950	780
12227	777
13862	766
11952	765
13303	762
12159	758
13741	750
13156	742
12736	740
12107	727
12931	723
11947	719
12179	714
11821	709
12557	702
14022	700
11869	698
13680	695
13164	685
13935	677
12632	672
12492	667
13392	666
13247	664
12053	659
12189	655
13122	649
13201	647
12046	645
12566	623
12897	615
12972	615
13414	614
12859	612
13477	611
13847	606
12174	606
12549	602
12012	599
12234	593
13121	585
11732	580
14092	579
11995	576
13297	569
13650	568
13455	566
12020	565
12992	563
13621	563
13946	558
13715	537
13721	532
13286	526
13831	524
12808	524
12240	524
11827	519
14067	516
13607	515
13919	513
12524	512
12168	511
12418	505
12157	501
13574	496
13656	494
13294	493
13291	490
11872	487
11961	485
12363	477
12122	476
13366	475
13358	475
12091	470
11914	469
12636	469
13158	467
12596	466
12283	460
13237	457
13535	457
12658	452
12392	449
11960	448
13079	448
12945	447
14073	442
13168	433
14052	430
12243	430
13126	430
12367	428
12317	425
12552	425
11742	424
12427	419
13351	418
13688	416
11964	416
12126	408
13235	406
13812	403
14090	392
12002	390
13317	382
12660	379
13264	379
12905	379
12064	379
13364	373
12056	373
13401	371
13254	371
13259	370
12389	369
11807	367
13372	364
13270	363
12082	360
13075	356
12099	351
13177	351
12305	345
13090	343
13912	336
13517	334
13552	334
12472	329
13539	329
13786	328
12788	327
12026	326
12354	323
12112	321
12528	321
12362	319
13027	315
11985	314
11865	311
12671	308
12633	303
13113	301
12226	300
12506	298
11824	296
13925	292
12579	291
12190	290
13887	289
12010	288
12219	285
13705	284
13866	284
12907	282
13223	282
12545	282
12950	279
13040	278
12529	276
12949	275
12876	274
11881	271
11951	270
12637	269
12647	265
12702	265
13660	265
13141	261
14112	256
12307	255
12104	253
12071	248
11888	245
12327	245
13010	245
13657	241
13591	241
13444	241
12187	239
12550	239
12829	234
12642	234
13430	233
13376	231
13626	229
11890	229
12404	229
11877	228
12247	226
12962	225
11997	223
12928	221
12411	220
13462	219
12328	217
11963	213
13263	212
13528	209
12096	208
12102	200
13792	196
12723	195
12822	195
12794	192
12208	192
12054	190
14121	189
12967	189
13521	185
11733	183
13492	182
12014	182
12475	181
12399	180
12691	179
12640	179
12406	178
13102	178
12030	176
11774	172
13229	170
13315	169
12692	168
13742	167
13150	166
13293	165
12432	165
12780	164
11833	160
11923	160
13393	156
13870	155
12371	155
11823	155
13739	152
14051	149
11857	145
13100	145
12230	144
13586	144
13046	142
13846	141
13894	140
13507	139
11948	139
13651	137
13305	136
13570	136
13811	135
12292	134
12401	132
11973	132
11942	131
12431	131
13820	130
12551	130
13280	129
13007	129
13861	128
12820	128
13443	125
11943	124
13295	123
14015	122
12269	122
12689	121
13204	120
12155	115
13138	114
14011	112
11734	109
13332	108
13281	107
13637	106
12333	105
14086	105
13760	105
13542	104
12963	102
12448	99
13001	98
13024	98
13044	95
11922	95
13475	95
12331	95
12520	94
12413	94
13941	93
12436	93
12568	93
12330	92
12584	92
13825	91
12747	91
11977	90
12576	90
13501	89
12320	89
12223	89
12098	89
12055	88
13006	88
11901	88
12344	87
13432	86
13772	85
13936	85
12339	85
12927	84
13228	84
13634	84
11848	83
13354	83
12874	83
13610	83
13127	82
12819	82
12182	81
13214	80
13979	80
12718	80
13774	78
12574	78
12762	77
13442	77
12764	77
13939	76
13723	74
12648	74
13467	74
13084	74
12005	73
13614	72
12779	72
12220	72
12515	72
13485	71
13405	70
13117	69
12224	68
13205	68
13992	67
13957	67
11954	67
13500	66
12400	66
12860	65
13067	64
13002	64
13529	62
11907	62
13707	61
12774	60
12024	60
13537	59
13114	59
13115	58
12067	57
11779	57
13546	56
13459	56
12978	56
14107	56
12130	55
12481	55
12555	54
13218	54
13436	54
12405	53
12887	53
12235	53
11915	52
13272	52
13003	51
13378	51
11820	51
12068	51
12634	50
13054	50
13026	50
14048	50
12766	50
12765	50
11956	49
12865	49
11765	49
12661	49
12011	48
12390	48
12414	48
13596	48
13826	48
12504	47
13747	47
13766	47
12798	47
12440	47
11944	47
13616	47
13038	46
12149	46
13207	46
13583	46
12630	46
13645	46
12777	46
12701	46
12013	46
12511	45
13666	45
12213	45
12570	45
11874	45
12810	44
13642	44
12583	44
12491	44
11845	44
13239	44
12879	44
12374	44
12705	44
13171	44
13307	44
12181	44
13225	43
12594	43
12680	43
12572	43
12957	43
13066	42
13978	42
12271	42
13652	42
13549	42
12366	42
12850	42
13683	41
12735	41
13098	41
13478	41
12793	41
12602	40
12664	40
13699	40
12062	40
13408	40
11994	40
13499	40
13533	40
14074	40
11721	40
11903	40
12501	40
12533	39
12357	39
12947	39
12412	39
13283	39
12265	39
12373	39
13593	39
13960	39
13632	38
12670	38
12639	38
11748	38
13884	38
12372	38
11737	38
12443	37
13438	37
13767	37
13641	37
13195	37
11930	36
12785	36
12033	36
12811	36
13130	36
12892	36
12465	36
12536	35
12580	35
13674	35
12917	35
13496	35
11936	35
13511	35
12004	35
12971	35
11754	34
13012	34
12469	34
13555	34
13476	34
12891	34
13097	34
11887	34
11949	34
13865	34
12468	34
13565	34
12263	33
13016	33
13104	33
11871	33
13394	33
12173	33
12541	33
11866	33
12089	32
13541	32
id	2
